m,n,p_m,p_n,k,Div,LaRue,Base,Modulator,Drain,Λ Ratio,Nearest Zero,Resonance,λ_P(k),λ_P(m*n),Normalized_Div
11,47,31,211,284,-1.2419386641284434e+35,-2.208201897936002e+39,17780.2814,2.208201897936002e+39,220.4841,0.641644,520.10631,1.2419386641284434e+35,3.433987,8.785845,-1.0
11,48,31,223,305,-4.790891342587762e+37,-9.002794977030151e+41,18791.4823,9.002794977030151e+41,234.2545,0.63508,549.497568,4.790891342587762e+37,3.433987,8.841159,-1.0
11,49,31,227,313,-3.513675999469573e+38,-6.721152432311238e+42,19128.5492,6.721152432311238e+42,238.8502,0.632999,560.240807,3.513675999469573e+38,3.433987,8.858937,-1.0
11,50,31,229,316,-9.563867068351143e+38,-1.8455473375198555e+43,19297.0827,1.8455473375198555e+43,241.1383,0.631977,564.506056,9.563867068351143e+38,3.433987,8.867709,-1.0
11,51,31,233,323,-7.014587582167991e+39,-1.3772546229999144e+44,19634.1496,1.3772546229999144e+44,245.7209,0.629969,575.093886,7.014587582167991e+39,3.433987,8.885026,-1.0
11,52,31,239,334,-1.3869480414779727e+41,-2.793278691135512e+45,20139.7501,2.793278691135512e+45,252.6143,0.627045,590.660398,1.3869480414779727e+41,3.433987,8.910451,-1.0
11,53,31,241,337,-3.774607468628659e+41,-7.665579872668847e+45,20308.2835,7.665579872668847e+45,254.876,0.626092,593.974715,3.774607468628659e+41,3.433987,8.918784,-1.0
11,54,31,251,355,-5.429332891663244e+43,-1.1483555345063177e+48,21150.9509,1.1483555345063177e+48,266.4076,0.621485,619.184483,5.429332891663244e+43,3.433987,8.95944,-1.0
11,55,31,257,366,-1.0748676179824695e+45,-2.3277925738925742e+49,21656.5513,2.3277925738925742e+49,273.3066,0.618839,633.546858,1.0748676179824695e+45,3.433987,8.983063,-1.0
11,56,31,263,377,-2.128768663713721e+46,-4.717809416039002e+50,22162.1517,4.717809416039002e+50,280.2067,0.616276,648.786401,2.128768663713721e+46,3.433987,9.006141,-1.0
11,57,31,269,388,-4.2175359885114455e+47,-9.560206054517383e+51,22667.7522,9.560206054517383e+51,287.1075,0.613792,664.244605,4.2175359885114455e+47,3.433987,9.028699,-1.0
11,58,31,271,392,-1.1479232102385892e+48,-2.6214302322809463e+52,22836.2856,2.6214302322809463e+52,289.3714,0.61298,668.975849,1.1479232102385892e+48,3.433987,9.036106,-1.0
11,59,31,277,403,-2.2750859775125952e+49,-5.310479766602734e+53,23341.8861,5.310479766602734e+53,296.2726,0.610593,684.01355,2.2750859775125952e+49,3.433987,9.058005,-1.0
11,60,31,281,410,-1.671128500506896e+50,-3.957057323334223e+54,23678.953,3.957057323334223e+54,300.8493,0.609041,693.17697,1.671128500506896e+50,3.433987,9.072342,-1.0
11,61,31,283,414,-4.547927204374043e+50,-1.0845663252320594e+55,23847.4865,1.0845663252320594e+55,303.0902,0.608276,699.132095,4.547927204374043e+50,3.433987,9.079434,-1.0
11,62,31,293,432,-6.572576603840602e+52,-1.622779275258899e+57,24690.1538,1.622779275258899e+57,314.6509,0.604557,722.277505,6.572576603840602e+52,3.433987,9.11416,-1.0
11,63,31,307,458,-6.93426931220685e+55,-1.793887715881295e+60,25869.8882,1.793887715881295e+60,330.8245,0.59963,756.768248,6.93426931220685e+55,3.433987,9.160835,-1.0
11,64,31,311,466,-5.097853693704622e+56,-1.3359922289895427e+61,26206.9551,1.3359922289895427e+61,335.4096,0.598277,767.218472,5.097853693704622e+56,3.433987,9.17378,-1.0
11,65,31,313,470,-1.3876009610220543e+57,-3.659865330316851e+61,26375.4886,3.659865330316851e+61,337.6707,0.59761,772.961618,1.3876009610220543e+57,3.433987,9.18019,-1.0
11,66,31,317,477,-1.0201262441643472e+58,-2.725017894308262e+62,26712.5555,2.725017894308262e+62,342.2439,0.596292,782.137664,1.0201262441643472e+58,3.433987,9.192889,-1.0
11,67,31,331,504,-1.0794735262927487e+61,-3.0108988471926975e+65,27892.2898,3.0108988471926975e+65,358.4072,0.591851,816.727738,1.0794735262927487e+61,3.433987,9.236106,-1.0
11,68,31,337,515,-2.145411427221232e+62,-6.092515827687979e+66,28397.8903,6.092515827687979e+66,365.2985,0.590024,830.895884,2.145411427221232e+62,3.433987,9.25407,-1.0
11,69,31,347,535,-3.1149674591298963e+64,-9.10833855003187e+68,29240.5576,9.10833855003187e+68,376.8003,0.587074,856.484117,3.1149674591298963e+64,3.433987,9.283312,-1.0
11,70,31,349,539,-8.479622498682169e+64,-2.4937799057514724e+69,29409.0911,2.4937799057514724e+69,379.0749,0.586498,861.171098,8.479622498682169e+64,3.433987,9.289059,-1.0
11,71,31,353,546,-6.238732407482595e+65,-1.8557832021731833e+70,29746.158,1.8557832021731833e+70,383.6495,0.585359,870.846902,6.238732407482595e+65,3.433987,9.300455,-1.0
11,72,31,359,558,-1.2407867141843385e+67,-3.753597998895037e+71,30251.7585,3.753597998895037e+71,390.5323,0.583682,885.272304,1.2407867141843385e+67,3.433987,9.31731,-1.0
11,73,31,367,574,-6.672654347204146e+68,-2.063577901129928e+73,30925.8924,2.063577901129928e+73,399.7216,0.581503,905.829941,6.672654347204146e+68,3.433987,9.339349,-1.0
11,74,31,373,585,-1.3276809880033356e+70,-4.1730995391852057e+74,31431.4928,4.1730995391852057e+74,406.5986,0.579911,919.448344,1.3276809880033356e+70,3.433987,9.355566,-1.0
11,75,31,379,597,-2.6421749800463115e+71,-8.438338859522523e+75,31937.0932,8.438338859522523e+75,413.4727,0.578352,934.995425,2.6421749800463115e+71,3.433987,9.371523,-1.0
11,76,31,383,605,-1.944765045093885e+72,-6.276565851810949e+76,32274.1601,6.276565851810949e+76,418.0367,0.577331,945.333563,1.944765045093885e+72,3.433987,9.382022,-1.0
11,77,31,389,617,-3.871135069645703e+73,-1.2689488071474584e+78,32779.7606,1.2689488071474584e+78,424.9056,0.575827,959.459169,3.871135069645703e+73,3.433987,9.397567,-1.0
11,78,31,397,632,-2.0843818637061743e+75,-6.973069088869551e+79,33453.8945,6.973069088869551e+79,434.0772,0.573868,978.766672,2.0843818637061743e+75,3.433987,9.417923,-1.0
11,79,31,401,640,-1.534541464663064e+76,-5.185363141382135e+80,33790.9614,5.185363141382135e+80,438.634,0.572908,988.992622,1.534541464663064e+76,3.433987,9.427949,-1.0
11,80,31,409,656,-8.266260131871417e+77,-2.848974432446042e+82,34465.0953,2.848974432446042e+82,447.7976,0.571026,1008.79571,8.266260131871417e+77,3.433987,9.447702,-1.0
11,81,31,419,676,-1.2050034172553768e+80,-4.254597467281654e+84,35307.7627,4.254597467281654e+84,459.251,0.568741,1032.812883,1.2050034172553768e+80,3.433987,9.471858,-1.0
11,82,31,421,680,-3.280039730797928e+80,-1.1636366085131161e+85,35476.2961,1.1636366085131161e+85,461.5045,0.568293,1038.087752,3.280039730797928e+80,3.433987,9.47662,-1.0
11,83,31,431,700,-4.7839701315682425e+82,-1.7374883664155448e+87,36318.9635,1.7374883664155448e+87,472.9478,0.566094,1062.915382,4.7839701315682425e+82,3.433987,9.500095,-1.0
11,84,31,433,705,-1.3021856707188706e+83,-4.7513495732189e+87,36487.497,4.7513495732189e+87,475.1973,0.565662,1067.99,1.3021856707188706e+83,3.433987,9.504725,-1.0
11,85,31,439,716,-2.595072847854821e+84,-9.599978262986932e+88,36993.0974,9.599978262986932e+88,482.0383,0.564383,1082.95275,2.595072847854821e+84,3.433987,9.518487,-1.0
11,86,31,443,725,-1.9113449537772594e+85,-7.135082125448417e+89,37330.1644,7.135082125448417e+89,486.5764,0.563543,1093.440873,1.9113449537772594e+85,3.433987,9.527557,-1.0
11,87,31,449,737,-3.8096958594713174e+86,-1.4414275638542439e+91,37835.7648,1.4414275638542439e+91,493.4108,0.562301,1107.774532,3.8096958594713174e+86,3.433987,9.54101,-1.0
11,88,31,457,753,-2.055323009456468e+88,-7.915028081550246e+92,38509.8987,7.915028081550246e+92,502.5386,0.56068,1127.658024,2.055323009456468e+88,3.433987,9.558671,-1.0
11,89,31,461,761,-1.5140422341169387e+89,-5.881594660159774e+93,38846.9656,5.881594660159774e+93,507.0681,0.559883,1136.929293,1.5140422341169387e+89,3.433987,9.567385,-1.0
11,90,31,463,766,-4.120772680358279e+89,-1.60774002735366e+94,39015.4991,1.60774002735366e+94,509.2923,0.559488,1142.85866,4.120772680358279e+89,3.433987,9.571714,-1.0
11,91,31,467,773,-3.0355065429720946e+90,-1.1945497166863254e+95,39352.566,1.1945497166863254e+95,513.8111,0.558705,1151.562815,3.0355065429720946e+90,3.433987,9.580316,-1.0
11,92,31,479,798,-1.2004736984531092e+93,-4.845564049887439e+97,40363.7669,4.845564049887439e+97,527.5246,0.556409,1181.267318,1.2004736984531092e+93,3.433987,9.605688,-1.0
11,93,31,487,815,-6.481636773670645e+94,-2.659927667077849e+99,41037.9008,2.659927667077849e+99,536.6278,0.554919,1201.810335,6.481636773670645e+94,3.433987,9.622251,-1.0
11,94,31,491,823,-4.775771892992066e+95,-1.975974078675293e+100,41374.9677,1.975974078675293e+100,541.1421,0.554187,1211.416116,4.775771892992066e+95,3.433987,9.630431,-1.0
11,95,31,499,839,-2.5792908958101514e+97,-1.0845686494531e+102,42049.1016,1.0845686494531e+102,550.235,0.552745,1230.584603,2.5792908958101514e+97,3.433987,9.646593,-1.0
11,96,31,503,848,-1.90062161254371e+98,-8.05600680212588e+102,42386.1686,8.05600680212588e+102,554.7431,0.552036,1240.813472,1.90062161254371e+98,3.433987,9.654577,-1.0
11,97,31,509,860,-3.792098088335823e+99,-1.626497951212389e+104,42891.769,1.626497951212389e+104,561.5374,0.550985,1255.408231,3.792098088335823e+99,3.433987,9.666435,-1.0
11,98,31,521,885,-1.5022896793062113e+102,-6.595497843862154e+106,43902.9698,6.595497843862154e+106,575.1815,0.548933,1284.854795,1.5022896793062113e+102,3.433987,9.689737,-1.0
11,99,31,523,889,-4.088733075406749e+102,-1.8019661316348553e+107,44071.5033,1.8019661316348553e+107,577.3992,0.548597,1290.104772,4.088733075406749e+102,3.433987,9.693569,-1.0
11,100,31,541,927,-3.219036662709269e+106,-1.4675042372138952e+111,45588.3045,1.4675042372138952e+111,597.8399,0.545647,1334.747329,3.219036662709269e+106,3.433987,9.727406,-1.0
12,12,37,37,33,0.99974339,3720.3729,3721.3278,0.9549,0.0,1.0,107.168611,-0.773204,3.610918,7.221836,0.49993584
12,13,37,41,39,0.99147795,4088.4917,4123.6335,7.3441,27.7977,0.972357,121.370125,0.340377,3.610918,7.32449,0.49786037
12,14,37,43,42,0.98726893,4269.7272,4324.7864,20.7171,34.3421,0.960044,127.516684,0.078342,3.610918,7.372118,0.49679684
12,15,37,47,47,0.95802571,4528.6758,4727.0921,158.4524,39.964,0.937865,138.116042,0.688845,3.610918,7.461066,0.48928148
12,16,37,53,56,0.37466424,1997.1667,5330.5507,3286.9765,46.4074,0.909484,156.112909,0.313177,3.610918,7.58121,0.27254964
12,17,37,59,65,-10.4771239,-62171.35,5934.0092,68052.5684,52.7908,0.885563,173.411537,10.17104,3.610918,7.688455,-0.91287016
12,18,37,61,69,-30.03501921,-184269.7111,6135.1621,190349.0854,55.7878,0.878382,179.916484,29.724888,3.610918,7.721792,-0.96777833
12,19,37,67,78,-581.92226399,-3921353.3864,6738.6207,3928029.9277,62.0793,0.858783,196.876482,581.526194,3.610918,7.815611,-0.99828451
12,20,37,71,85,-4169.11820916,-29771366.1318,7140.9264,29778440.4468,66.6113,0.8471,209.57651,4168.591717,3.610918,7.873598,-0.9997602
12,21,37,73,88,-11296.24056796,-82937893.1231,7342.0792,82945165.9962,69.2061,0.841616,214.547045,11295.848862,3.610918,7.901377,-0.99991148
12,22,37,79,98,-214610.47596521,-1705195645.7495,7945.5378,1705203515.6972,75.5901,0.826401,231.987235,214609.858251,3.610918,7.980366,-0.99999534
12,23,37,83,105,-1543274.51230459,-12883014098.8463,8347.8435,12883022366.6271,80.0627,0.817164,244.070898,1543274.200788,3.610918,8.029759,-0.99999935
12,24,37,89,115,-29529540.02851445,-264327832521.0381,8951.3021,264327841385.7619,86.5782,0.804458,260.805085,29529538.784985,3.610918,8.099554,-0.99999997
12,25,37,97,129,-1509792556.531519,-14729405557801.686,9755.9135,14729405567462.352,95.2482,0.789322,284.835964,1509792555.763937,3.610918,8.185629,-1.0
12,26,37,101,137,-10926303861.086195,-110991789589705.33,10158.2192,110991789599763.72,99.8234,0.78241,297.979277,10926303860.487928,3.610918,8.226038,-1.0
12,27,37,103,140,-29678853031.856705,-307454280522556.4,10359.372,307454280532813.5,102.257,0.7791,302.69675,29678853031.28371,3.610918,8.245647,-1.0
12,28,37,107,148,-214974356507.31052,-2313484751151976.0,10761.6778,2313484751162630.5,106.8043,0.772748,315.475616,214974356506.8821,3.610918,8.283747,-1.0
12,29,37,109,151,-583792353832.5879,-6400016688917370.0,10962.8306,6400016688928224.0,109.1627,0.769697,321.160134,583792353832.3636,3.610918,8.302266,-1.0
12,30,37,113,159,-4232110993757.423,-4.8098518385684024e+16,11365.1363,4.809851838569528e+16,113.6956,0.763829,333.645379,4232110993756.4907,3.610918,8.338306,-1.0
12,31,37,127,185,-4197719015246914.0,-5.361833102125649e+19,12773.2063,5.361833102125651e+19,129.3792,0.745413,373.864874,4197719015246914.0,3.610918,8.455105,-1.0
12,32,37,131,193,-3.055124380596955e+16,-4.025282800691328e+20,13175.512,4.025282800691328e+20,134.0188,0.740671,385.861301,3.055124380596955e+16,3.610918,8.486115,-1.0
12,33,37,137,204,-5.958611232755697e+17,-8.210352892420156e+21,13778.9706,8.210352892420156e+21,140.9114,0.733929,402.861918,5.958611232755697e+17,3.610918,8.530899,-1.0
12,34,37,139,208,-1.6204207221620052e+18,-2.2653681726659446e+22,13980.1234,2.2653681726659446e+22,143.2982,0.731774,408.947246,1.6204207221620052e+18,3.610918,8.545392,-1.0
12,35,37,149,228,-2.2762674774313107e+20,-3.411188883814411e+24,14985.8877,3.411188883814411e+24,154.7767,0.721614,438.621739,2.2762674774313107e+20,3.610918,8.614864,-1.0
12,36,37,151,232,-6.192190725981821e+20,-9.404105180734416e+24,15187.0406,9.404105180734416e+24,157.1709,0.719696,444.319336,6.192190725981821e+20,3.610918,8.628198,-1.0
12,37,37,157,244,-1.2127036280456864e+22,-1.9149195597571893e+26,15790.4991,1.9149195597571893e+26,164.1411,0.71415,462.065367,1.2127036280456864e+22,3.610918,8.667164,-1.0
12,38,37,163,256,-2.377612672481431e+23,-3.897848159732565e+27,16393.9577,3.897848159732565e+27,171.1309,0.708892,478.942182,2.377612672481431e+23,3.610918,8.704668,-1.0
12,39,37,167,264,-1.7371675535640047e+24,-2.9177923830947794e+28,16796.2634,2.9177923830947794e+28,175.8219,0.705534,491.398822,1.7371675535640047e+24,3.610918,8.728912,-1.0
12,40,37,173,276,-3.4110902888369e+25,-5.9352022687969516e+29,17399.722,5.9352022687969516e+29,182.8387,0.700701,508.8007,3.4110902888369e+25,3.610918,8.76421,-1.0
12,41,37,179,289,-6.703963877382712e+26,-1.206926720844231e+31,18003.1805,1.206926720844231e+31,189.8701,0.696096,527.903642,6.703963877382712e+26,3.610918,8.798304,-1.0
12,42,37,181,293,-1.8240356425211438e+27,-3.3205352979405273e+31,18204.3334,3.3205352979405273e+31,192.2351,0.694608,532.688183,1.8240356425211438e+27,3.610918,8.809415,-1.0
12,43,37,191,314,-2.5957359986969423e+29,-4.986434209092547e+33,19210.0977,4.986434209092547e+33,203.9717,0.687496,562.559208,2.5957359986969423e+29,3.610918,8.863191,-1.0
12,44,37,193,318,-7.06355239114731e+29,-1.371123851459698e+34,19411.2505,1.371123851459698e+34,206.3416,0.686135,567.731758,7.06355239114731e+29,3.610918,8.873608,-1.0
12,45,37,197,327,-5.171102377465315e+30,-1.0245792781820349e+35,19813.5562,1.0245792781820349e+35,211.0519,0.683471,580.136959,5.171102377465315e+30,3.610918,8.894122,-1.0
12,46,37,199,331,-1.406900638147606e+31,-2.8158707009270536e+35,20014.7091,2.8158707009270536e+35,213.389,0.682167,585.984563,1.406900638147606e+31,3.610918,8.904223,-1.0
12,47,37,211,357,-5.410917997973359e+33,-1.1482847934003344e+38,21221.6262,1.1482847934003344e+38,227.5775,0.674704,621.709295,5.410917997973359e+33,3.610918,8.962776,-1.0
12,48,37,223,383,-2.0873108262665273e+36,-4.681534138652501e+40,22428.5434,4.681534138652501e+40,241.7536,0.667802,656.964085,2.0873108262665273e+36,3.610918,9.01809,-1.0
12,49,37,227,392,-1.5308495704108837e+37,-3.495059550198947e+41,22830.8491,3.495059550198947e+41,246.5047,0.665613,668.975849,1.5308495704108837e+37,3.610918,9.035868,-1.0
12,50,37,229,396,-4.1668161194322814e+37,-9.597011691527599e+41,23032.0019,9.597011691527599e+41,248.8826,0.664539,674.355898,4.1668161194322814e+37,3.610918,9.04464,-1.0
12,51,37,233,405,-3.0561378989959374e+38,-7.161847572494689e+42,23434.3076,7.161847572494689e+42,253.6203,0.662428,686.163224,3.0561378989959374e+38,3.610918,9.061956,-1.0
12,52,37,239,418,-6.042699479972804e+39,-1.4525299737121487e+44,24037.7662,1.4525299737121487e+44,260.7367,0.659352,704.033839,6.042699479972804e+39,3.610918,9.087381,-1.0
12,53,37,241,422,-1.6445330254389429e+40,-3.986170290229692e+44,24238.9191,3.986170290229692e+44,263.0864,0.65835,709.229589,1.6445330254389429e+40,3.610918,9.095715,-1.0
12,54,37,251,444,-2.365469077420647e+42,-5.971551781217309e+46,25244.6833,5.971551781217309e+46,274.9824,0.653506,738.580421,2.365469077420647e+42,3.610918,9.136371,-1.0
12,55,37,257,458,-4.683017533447687e+43,-1.2104730175666821e+48,25848.1419,1.2104730175666821e+48,282.1106,0.650724,756.768248,4.683017533447687e+43,3.610918,9.159994,-1.0
12,56,37,263,471,-9.274687235938251e+44,-2.453303212746132e+49,26451.6005,2.453303212746132e+49,289.2419,0.648029,774.117745,9.274687235938251e+44,3.610918,9.183072,-1.0
12,57,37,269,485,-1.837509536217868e+46,-4.971392898646209e+50,27055.059,4.971392898646209e+50,296.3757,0.645416,792.427708,1.837509536217868e+46,3.610918,9.205629,-1.0
12,58,37,271,489,-5.001308468748143e+46,-1.3631672337125023e+51,27256.2119,1.3631672337125023e+51,298.7281,0.644563,797.26347,5.001308468748143e+46,3.610918,9.213037,-1.0
12,59,37,277,503,-9.912167177192066e+47,-2.761497110997777e+52,27859.6705,2.761497110997777e+52,305.8641,0.642053,814.87054,9.912167177192066e+47,3.610918,9.234935,-1.0
12,60,37,281,512,-7.280825971115612e+48,-2.057705300971446e+53,28261.9762,2.057705300971446e+53,310.6029,0.64042,826.905811,7.280825971115612e+48,3.610918,9.249273,-1.0
12,61,37,283,517,-1.981455435312474e+49,-5.639842171416108e+53,28463.129,5.639842171416108e+53,312.9314,0.639616,833.003641,1.981455435312474e+49,3.610918,9.256365,-1.0
12,62,37,293,540,-2.8635611456494348e+51,-8.438597786582531e+55,29468.8933,8.438597786582531e+55,324.881,0.635706,863.18972,2.8635611456494348e+51,3.610918,9.291091,-1.0
12,63,37,307,573,-3.0211445788705984e+54,-9.328377025395756e+58,30876.9633,9.328377025395756e+58,341.6018,0.630525,904.702903,3.0211445788705984e+54,3.610918,9.337766,-1.0
12,64,37,311,582,-2.2210491628150588e+55,-6.947279422609078e+59,31279.269,6.947279422609078e+59,346.3541,0.629102,916.355001,2.2210491628150588e+55,3.610918,9.350711,-1.0
12,65,37,313,586,-6.045544140674933e+55,-1.9031627989379304e+60,31480.4219,1.9031627989379304e+60,348.7046,0.628401,921.156396,6.045544140674933e+55,3.610918,9.357121,-1.0
12,66,37,317,596,-4.444518569383201e+56,-1.417033747096555e+61,31882.7276,1.417033747096555e+61,353.4448,0.627015,934.385307,4.444518569383201e+56,3.610918,9.36982,-1.0
12,67,37,331,629,-4.703084701733004e+59,-1.5656944068065347e+64,33290.7976,1.5656944068065347e+64,370.1709,0.622345,974.774635,4.703084701733004e+59,3.610918,9.413036,-1.0
12,68,37,337,643,-9.34719695900255e+60,-3.1681628772369227e+65,33894.2561,3.1681628772369227e+65,377.312,0.620424,992.728696,9.34719695900255e+60,3.610918,9.431001,-1.0
12,69,37,347,667,-1.3571389614104284e+63,-4.7364177432867915e+67,34900.0204,4.7364177432867915e+67,389.2257,0.617322,1021.544344,1.3571389614104284e+63,3.610918,9.460243,-1.0
12,70,37,349,671,-3.694428985858027e+63,-1.2967879189571853e+68,35101.1733,1.2967879189571853e+68,391.5915,0.616716,1027.467694,3.694428985858027e+63,3.610918,9.46599,-1.0
12,71,37,353,681,-2.718110840995285e+64,-9.650239105831092e+68,35503.479,9.650239105831092e+68,396.3379,0.615518,1039.077401,2.718110840995285e+64,3.610918,9.477386,-1.0
12,72,37,359,696,-5.405899145702026e+65,-1.9519046273340424e+70,36106.9375,1.9519046273340424e+70,403.4746,0.613755,1057.100044,5.405899145702026e+65,3.610918,9.49424,-1.0
12,73,37,367,715,-2.9071633361925864e+67,-1.0730790178557984e+72,36911.5489,1.0730790178557984e+72,413.0013,0.611464,1081.171002,2.9071633361925864e+67,3.610918,9.51628,-1.0
12,74,37,373,729,-5.784482890381552e+68,-2.1700491910052665e+73,37515.0075,2.1700491910052665e+73,420.1348,0.60979,1098.841015,5.784482890381552e+68,3.610918,9.532496,-1.0
12,75,37,379,743,-1.1511512256010183e+70,-4.3880118946576763e+74,38118.4661,4.3880118946576763e+74,427.2665,0.608151,1115.065359,1.1511512256010183e+70,3.610918,9.548454,-1.0
12,76,37,383,753,-8.473014399396838e+70,-3.263870540618116e+75,38520.7718,3.263870540618116e+75,432.0054,0.607077,1127.658024,8.473014399396838e+70,3.610918,9.558953,-1.0
12,77,37,389,768,-1.6865884786372575e+72,-6.598647615568484e+76,39124.2304,6.598647615568484e+76,439.1334,0.605495,1145.485328,1.6865884786372575e+72,3.610918,9.574497,-1.0
12,78,37,397,788,-9.08130140943141e+73,-3.626058471176485e+78,39928.8418,3.626058471176485e+78,448.6496,0.603435,1169.698357,9.08130140943141e+73,3.610918,9.594854,-1.0
12,79,37,401,797,-6.685739215316862e+74,-2.696435343649116e+79,40331.1475,2.696435343649116e+79,453.3829,0.602426,1180.653544,6.685739215316862e+74,3.610918,9.604879,-1.0
12,80,37,409,817,-3.601470589118148e+76,-1.481492258756745e+81,41135.7589,1.481492258756745e+81,462.8938,0.600447,1203.855248,3.601470589118148e+76,3.610918,9.624633,-1.0
12,81,37,419,842,-5.2499973359168996e+78,-2.2124288446113326e+83,42141.5232,2.2124288446113326e+83,474.7823,0.598045,1234.277817,5.2499973359168996e+78,3.610918,9.648789,-1.0
12,82,37,421,847,-1.4290581754210266e+79,-6.051014736689058e+83,42342.676,6.051014736689058e+83,477.1282,0.597574,1239.490807,1.4290581754210266e+79,3.610918,9.653551,-1.0
12,83,37,431,872,-2.084295370966279e+81,-9.035095349432498e+85,43348.4403,9.035095349432498e+85,489.0098,0.595261,1270.118922,2.084295370966279e+81,3.610918,9.677026,-1.0
12,84,37,433,877,-5.673404078566506e+81,-2.47074439531822e+86,43549.5932,2.47074439531822e+86,491.352,0.594807,1275.09203,5.673404078566506e+81,3.610918,9.681656,-1.0
12,85,37,439,891,-1.1306296183607193e+83,-4.992074803787318e+87,44153.0517,4.992074803787318e+87,498.4598,0.593462,1291.945871,1.1306296183607193e+83,3.610918,9.695417,-1.0
12,86,37,443,902,-8.32740867922551e+83,-3.710306703373917e+88,44555.3575,3.710306703373917e+88,503.1779,0.592578,1305.401672,8.32740867922551e+83,3.610918,9.704488,-1.0
12,87,37,449,917,-1.659820447516562e+85,-7.495552620931077e+89,45158.816,7.495552620931077e+89,510.2803,0.591273,1322.258067,1.659820447516562e+85,3.610918,9.717941,-1.0
12,88,37,457,936,-8.954696866065682e+86,-4.115885596274484e+91,45963.4274,4.115885596274484e+91,519.7653,0.589568,1345.477106,8.954696866065682e+86,3.610918,9.735601,-1.0
12,89,37,461,947,-6.596427513611791e+87,-3.058481978264205e+92,46365.7331,3.058481978264205e+92,524.4762,0.58873,1357.771743,6.596427513611791e+87,3.610918,9.744316,-1.0
12,90,37,463,951,-1.795351389382425e+88,-8.360392348529493e+92,46566.886,8.360392348529493e+92,526.7931,0.588315,1363.022329,1.795351389382425e+88,3.610918,9.748645,-1.0
12,91,37,467,962,-1.3225191759256567e+89,-6.211765671941919e+93,46969.1917,6.211765671941919e+93,531.4932,0.587492,1375.302392,1.3225191759256567e+89,3.610918,9.757247,-1.0
12,92,37,479,992,-5.230262112511041e+91,-2.5197367682428933e+96,48176.1088,2.5197367682428933e+96,545.7462,0.585077,1410.024811,5.230262112511041e+91,3.610918,9.782619,-1.0
12,93,37,487,1012,-2.8239401902824823e+93,-1.3831862451097498e+98,48980.7203,1.3831862451097498e+98,555.2119,0.583511,1433.821941,2.8239401902824823e+93,3.610918,9.799182,-1.0
12,94,37,491,1023,-2.0807235362255798e+94,-1.0275242444166373e+99,49383.026,1.0275242444166373e+99,559.9098,0.58274,1445.830085,2.0807235362255798e+94,3.610918,9.807362,-1.0
12,95,37,499,1043,-1.1237536871389803e+96,-5.63985425757399e+100,50187.6374,5.63985425757399e+100,569.3672,0.581224,1469.34765,1.1237536871389803e+96,3.610918,9.823524,-1.0
12,96,37,503,1053,-8.280688883993317e+96,-4.189195795482875e+101,50589.9431,4.189195795482875e+101,574.0597,0.580478,1480.766879,8.280688883993317e+96,3.610918,9.831508,-1.0
12,97,37,509,1068,-1.6521533944396624e+98,-8.457935235087431e+102,51193.4017,8.457935235087431e+102,581.1295,0.579374,1497.747361,1.6521533944396624e+98,3.610918,9.843366,-1.0
12,98,37,521,1099,-6.545223607827797e+100,-3.4297180371462116e+105,52400.3188,3.4297180371462116e+105,595.3238,0.577216,1533.886978,6.545223607827797e+100,3.610918,9.866668,-1.0
12,99,37,523,1105,-1.781392272069506e+101,-9.370385511908017e+105,52601.4717,9.370385511908017e+105,597.6359,0.576863,1540.03027,1.781392272069506e+101,3.610918,9.870499,-1.0
12,100,37,541,1151,-1.4024801640758236e+105,-7.63115366134927e+109,54411.8474,7.63115366134927e+109,618.9059,0.573761,1592.637167,1.4024801640758236e+105,3.610918,9.904337,-1.0
13,13,41,41,45,0.9997736,4568.3972,4569.4318,1.0345,0.0,1.0,133.497737,0.727781,3.713572,7.427144,0.49994339
13,14,41,43,48,0.99297538,4758.6665,4792.3309,2.9182,30.7461,0.987337,139.736209,0.434102,3.713572,7.474772,0.49823765
13,15,41,47,55,0.98831161,5176.9038,5238.1291,22.3198,38.9055,0.964527,153.024694,0.667218,3.713572,7.56372,0.49706072
13,16,41,53,65,0.91377788,5397.5273,5906.8264,463.0082,46.2909,0.93534,173.411537,0.424087,3.713572,7.683864,0.47747332
13,17,41,59,75,-0.46591644,-3063.6446,6575.5237,9585.982,53.1863,0.910739,192.026656,-0.005331,3.713572,7.79111,-0.31783288
13,18,41,61,79,-2.95231722,-20071.1008,6798.4229,26812.8441,56.6796,0.903353,198.01531,1.944371,3.713572,7.824446,-0.74698387
13,19,41,67,90,-73.10769701,-545903.9599,7467.1202,553307.9081,63.172,0.883197,219.067596,72.639415,3.713572,7.918265,-0.98650613
13,20,41,71,98,-529.10803037,-4186788.6705,7912.9184,4194633.6694,67.9195,0.871182,231.987235,528.770815,3.713572,7.976252,-0.99811359
13,21,41,73,101,-1435.09973007,-11675709.5162,8135.8175,11683774.596,70.7377,0.865542,237.76982,1434.694178,3.713572,8.004032,-0.99930367
13,22,41,79,113,-27280.17166705,-240188676.3452,8804.5148,240197403.6515,77.2085,0.849895,258.610439,27279.312658,3.713572,8.08302,-0.99996334
13,23,41,83,121,-196178.41659747,-1814711769.5824,9250.3131,1814720938.0945,81.8009,0.840395,271.494056,196177.724678,3.713572,8.132413,-0.9999949
